,ROLES,COMPANIES,LOCATIONS,EXPERIENCE,SKILLS,DATES,PRESENTDATE,SALARY,LINKS,SPECIALITY,DESCRIPTION
400,ETL Developers,ITC Infotech India Ltd,Gurgaon,2-4 Yrs,"('Automation testing', 'System integration testing', 'ETL testing', 'API Testing', 'Agile', 'Software development life cycle', 'Programming', 'PLSQL')",19 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-etl-developers-itc-infotech-india-ltd-gurgaon-2-to-4-years-201120500821?src=jobsearchDesk&sid=16075357424858870&xp=1&px=21,NULL,"2 to 4 years of hands on experience in ETL testing, API Testing, system integration tes..."
401,SQL Developer,ITC Infotech India Ltd,Bengaluru,3-8 Yrs,"('Automation', 'GIT', 'RDBMS', 'SQL Tuning', 'MySQL', 'Toad', 'Perl', 'Oracle')",19 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-sql-developer-itc-infotech-india-ltd-bengaluru-bangalore-3-to-8-years-201120500802?src=jobsearchDesk&sid=16075357424858870&xp=2&px=21,NULL,Extensive field experience in supporting critical production HA workloads on Prem and o...
402,Sr SDE Back End -Typescript/Nodejs,AFour Technologies Pvt Ltd,Pune,4-7 Yrs,"('MS SQL', 'Linux', 'Configuration management', 'MySQL', 'Shell scripting', 'Perl', 'Windows', 'Monitoring')",19 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-sr-sde-back-end-typescript-nodejs-afour-technologies-pvt-ltd-pune-4-to-7-years-201120500393?src=jobsearchDesk&sid=16075357424858870&xp=3&px=21,NULL,Job description Technical skills and competencies Must-Have Experience with PostgreSQL ...
403,Senior Software Engineer,Sophos Ltd.,Ahmedabad,4-8 Yrs,"('IT Skills', 'Java', 'Python', 'Software Development', 'Testing', 'Cloud', 'Big Data', 'AWS')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-software-engineer-sophos-ltd-ahmedabad-4-to-8-years-201020500607?src=jobsearchDesk&sid=16075357424858870&xp=4&px=21,NULL,Job description Job Purpose As a member of the Sophos Labs Systems Development team you...
404,Datawarehouse Developer,ITC Infotech India Ltd.,Bengaluru,4-10 Yrs,"('IT Skills', 'Java', 'Python', 'Cloud', 'Jenkins', 'Computer science', 'Data analysis', 'Version control')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-datawarehouse-developer-itc-infotech-india-ltd-bengaluru-bangalore-4-to-10-years-201020500309?src=jobsearchDesk&sid=16075357424858870&xp=5&px=21,NULL,"Experience in using query languages / tools such as SQL, Hive, Sqoop and SparkSQLExperi..."
405,LAMP Stack Developer,ATOM Systems Private Limited,India,3-6 Yrs,"('Linux', 'OOAD', 'MySQL', 'PHP', 'Perl', 'Apache', 'Open source', 'SDLC')",20 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-lamp-stack-developer-atom-systems-private-limited-india-3-to-6-years-191120500983?src=jobsearchDesk&sid=16075357424858870&xp=6&px=21,NULL,"LAMP Stack Developer LAMP stands for Linux, Apache, MySQL and PHP that is an open-sourc..."
406,Full Stack Developer,INITIATEFIRST INFORMATION SERVICES PRIVATE LIMITED,Bengaluru,9-14 Yrs,"('SAN', 'Linux', 'RDBMS', 'Database administration', 'Agile', 'Oracle', 'SSIS', 'Troubleshooting')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-full-stack-developer-initiatefirst-information-services-private-limited-bengaluru-bangalore-9-to-14-years-191020501148?src=jobsearchDesk&sid=16075357424858870&xp=7&px=21,NULL,Master s degree in Computer Science or Software Engineering is preferredExperience deve...
407,"Engineer, Software Development",TiVo Inc,Bengaluru,2-6 Yrs,"('Computer science', 'Cloud computing', 'Logistic regression', 'metadata', 'MS SQL', 'Linux', 'Neural networks', 'Machine learning')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-engineer-software-development-tivo-inc-bengaluru-bangalore-2-to-6-years-191020500221?src=jobsearchDesk&sid=16075357424858870&xp=8&px=21,NULL,What you will do As a Software Engineer in Machine Learning for Xperi?s Music Metadata ...
408,Full Stack Web Developer,SR Shreyansh Solutions,Hyderabad,3-7 Yrs,"('Java', 'Angularjs', 'CSS', 'Azure', 'Woocommerce', 'Node.Js', 'HTML', 'Shopify')",14 DAYS AGO,2020-12-09,"3,00,000 - 6,00,000 PA.",https://www.naukri.com/job-listings-full-stack-web-developer-sr-shreyansh-solutions-hyderabad-secunderabad-3-to-7-years-191020003942?src=jobsearchDesk&sid=16075357424858870&xp=9&px=21,NULL,"Experience designing, implementing and optimizing large-scale, complex system architect..."
409,Full Stack Developer,CODECLOUDS IT SOLUTIONS PRIVATE LIMITED,Kolkata(Salt Lake),3-4 Yrs,"('Web API', 'Node.Js', 'Angular', 'Mern Stack', 'Full Stack Designer', 'Software Development', 'Front End', 'Mean Stack')",16 DAYS AGO,2020-12-09,"4,50,000 - 7,50,000 PA.",https://www.naukri.com/job-listings-full-stack-developer-codeclouds-it-solutions-private-limited-kolkata-3-to-4-years-191020003005?src=jobsearchDesk&sid=16075357424858870&xp=10&px=21,HOT JOB,Bachelors degree in a Computer Science fieldThe candidate will be proficient with both ...
410,Automation Developer - Configuration Management Tools,BDX India Private Limited,Navi Mumbai,5-8 Yrs,"('Configuration Management Tools', 'Azure', 'Docker', 'Bash Scripting', 'Cloud API', 'AWS', 'Cloud Infrastructure', 'IT Automation')",30 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-automation-developer-configuration-management-tools-bdx-india-private-limited-navi-mumbai-5-to-8-years-190820900442?src=jobsearchDesk&sid=16075357424858870&xp=11&px=21,HOT JOB,"Hands on experience with Build & Deploy technologies such as Maven, Gradle, Jenkins, Ar..."
411,Cloud Developer ( Go Lang),IBM India Pvt. Limited,Bengaluru,3-5 Yrs,"('No SQL DB', 'Javascript', 'Cloud Developer', 'Python', 'Postgres', 'Microservices Architecture', 'NodeJS', 'Networking')",21 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-cloud-developer-go-lang-ibm-india-pvt-limited-bengaluru-bangalore-3-to-5-years-181120901227?src=jobsearchDesk&sid=16075357424858870&xp=12&px=21,HOT JOB,Should have 3-5 experience on back end service development and Microservices Architectu...
412,Software Dev Engineer II-INR,Varite,Gurgaon,2-5 Yrs,"('Engineer II', 'Tomcat', 'Linux', 'Web development', 'Agile', 'Data structures', 'Windows', 'Teradata')",21 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-software-dev-engineer-ii-inr-varite-gurgaon-2-to-5-years-181120500586?src=jobsearchDesk&sid=16075357424858870&xp=13&px=21,NULL,4+ years software development experience in enterprise quality software with 2+ years o...
413,Job |Yocto Developer,OTS consulting services,"Pune, Mysore",6-8 Yrs,"('Freescale', 'TFS', 'GIT', 'Subversion', 'Yocto Project', 'Version Control', 'Devops', 'Linux Kernel')",21 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-yocto-developer-ots-consulting-services-pune-mysore-6-to-8-years-181120007718?src=jobsearchDesk&sid=16075357424858870&xp=14&px=21,HOT JOB,Experienced with building Linux on Quectel product is desirable but not a requirement K...
414,Backend Developer,zdax7 media pvt ltd,"Delhi NCR, Bengaluru, Hyderabad",2-7 Yrs,"('Java EE', 'Rest', 'NoSQL', 'Algorithms', 'Scalability', 'Javascript', '.Net', 'MongoDB')",21 DAYS AGO,2020-12-09,"55,00,000 - 90,00,000 PA.",https://www.naukri.com/job-listings-backend-developer-zdax7-media-pvt-ltd-delhi-ncr-bengaluru-bangalore-hyderabad-secunderabad-2-to-7-years-181120006365?src=jobsearchDesk&sid=16075357424858870&xp=15&px=21,PREMIUM,You will focus on Java / Java EE/ python/ .NET development throughout all phases of the...
415,Senior Software Engineer - Backend,Chegg,Delhi,1-5 Yrs,"('Computer science', 'Backend', 'Front end', 'Linux', 'Postgresql', 'MySQL', 'Agile', 'HTTP')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-software-engineer-backend-chegg-india-pvt-ltd-delhi-1-to-5-years-180920500032?src=jobsearchDesk&sid=16075357424858870&xp=16&px=21,NULL,"Job description What You ll Do Research, conceive and develop browser based application..."
416,IT Automation Developer - AWS/ Azure/ Cloud Platform,BDX India Private Limited,Navi Mumbai,5-9 Yrs,"('IT Skills', 'Java', 'Python', 'Cloud', 'Jenkins', 'AWS', 'Azure', 'Jenkins')",30 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-it-automation-developer-aws-azure-cloud-platform-bdx-india-private-limited-navi-mumbai-5-to-9-years-180820904774?src=jobsearchDesk&sid=16075357424858870&xp=17&px=21,HOT JOB,"Hands on experience with Build & Deploy technologies such as Maven, Gradle, Jenkins, Ar..."
417,Sr . Software Engineer,Trellissoft Engineering Services Private Limited,Gandhinagar,5-10 Yrs,"('Unix', 'Linux', 'Coding', 'Database design', 'MySQL', 'Shell scripting', 'Windows', 'Oracle')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-sr-software-engineer-trellissoft-engineering-services-private-limited-gandhinagar-5-to-10-years-180820500366?src=jobsearchDesk&sid=16075357424858870&xp=18&px=21,NULL,Job Description : Fluency in backend coding preferred is using (Python/Django) & MongoD...
418,Cloud Developer,IBM India Pvt. Limited,Bengaluru,5-10 Yrs,"('Javascript', 'Python', 'REST / RESTful APIs', 'NodeJS', 'Angular JS', 'Networking', 'JSON', 'Go Lang')",22 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-cloud-developer-ibm-india-pvt-limited-bengaluru-bangalore-5-to-10-years-171120903180?src=jobsearchDesk&sid=16075357424858870&xp=19&px=21,HOT JOB,Roles and ResponsibilitiesIntroductionSoftware Developers at IBM are the backbone of ou...
419,Junior Developer,Innovatia Inc,Bengaluru,2-7 Yrs,"('Computer science', 'GIT', 'Enterprise applications', 'Memory management', 'Javascript', 'Workflow', 'HTML', 'Scrum')",22 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-junior-developer-innovatia-inc-bengaluru-bangalore-2-to-7-years-171120501403?src=jobsearchDesk&sid=16075357424858870&xp=20&px=21,NULL,Bachelor s degree or Masters preferably in Computer Science or other related engineerin...
420,Junior Developer,Innovatia Inc,Bengaluru,2-7 Yrs,"('Computer science', 'GIT', 'Enterprise applications', 'Memory management', 'Javascript', 'Workflow', 'HTML', 'Scrum')",22 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-junior-developer-innovatia-inc-bengaluru-bangalore-2-to-7-years-171120501403?src=jobsearchDesk&sid=16075358823993009&xp=1&px=22,NULL,Bachelor s degree or Masters preferably in Computer Science or other related engineerin...
421,Fullstack Developer,Varite,Bengaluru,3-7 Yrs,"('Computer science', 'C++', 'Backend', 'NoSQL', 'Javascript', 'HTML', 'MongoDB', 'Distribution system')",22 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-fullstack-developer-varite-bengaluru-bangalore-3-to-7-years-171120500457?src=jobsearchDesk&sid=16075358823993009&xp=2&px=22,PREMIUM,"Responsibilities Writing efficient, scalable and clean code including both backend and ..."
422,Hadoop Developer,Team4Progress,Mumbai,3-8 Yrs,"('Linux', 'GCP', 'Analytical', 'Shell scripting', 'SCALA', 'Control-M', 'Scheduling', 'sqoop')",22 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-hadoop-developer-team4progress-mumbai-3-to-8-years-171120500151?src=jobsearchDesk&sid=16075358823993009&xp=3&px=22,PREMIUM,Job description Should have minimum 3 Years of IT Experience Should have 1 years of wor...
423,ERPNext Developer,KASERA TECHNOLOGIES PRIVATE LIMITED,Bengaluru,2-7 Yrs,"('Open Source', 'Software Design', 'Python', 'ERP', 'GIT', 'Scratch', 'Linux', 'MySQL')",22 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-erpnext-developer-kasera-technologies-private-limited-bengaluru-bangalore-2-to-7-years-171120003389?src=jobsearchDesk&sid=16075358823993009&xp=4&px=22,HOT JOB,"Employment Type: Full Time, Contract to hire, freelancer, contractor Should be able to ..."
424,Node.js Developer,UNIFY TECHNOLOGIES PVT LTD,Hyderabad,4-9 Yrs,"('Cloud Storage', 'Software Development', 'GCP', 'Javascript', 'Node.Js', 'MongoDB', 'Rest Api', 'AWS')",22 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-node-js-developer-unify-technologies-pvt-ltd-hyderabad-secunderabad-4-to-9-years-171120001709?src=jobsearchDesk&sid=16075358823993009&xp=5&px=22,HOT JOB,Greetings from Unify Technologies!!!Job Description:As a Full stack developer with a mi...
425,Lead Data Scientist,Snaphunt,Hyderabad,6-11 Yrs,"('Tensorflow', 'Airflow', 'Artificial Intelligence', 'Postgresql', 'MySQL', 'Classification', 'Neural Networks', 'MongoDB')",22 DAYS AGO,2020-12-09,"15,00,000 - 30,00,000 PA.",https://www.naukri.com/job-listings-lead-data-scientist-snaphunt-hyderabad-secunderabad-6-to-11-years-171120001217?src=jobsearchDesk&sid=16075358823993009&xp=6&px=22,PREMIUM,Demonstrated ability in the application of Machine Learning / AI in real-world industri...
426,Full Stack Developer,Nectar Infotel Solutions Pvt. Ltd.,Pune,4-7 Yrs,"('IT Skills', 'Python', 'Cloud', 'Node.js', 'HTML', 'CSS', 'Javascript', 'jQuery')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-full-stack-developer-nectar-infotel-solutions-pvt-ltd-pune-4-to-7-years-170920500106?src=jobsearchDesk&sid=16075358823993009&xp=7&px=22,NULL,"To be successful in this role, you should have experience using server-side logic and w..."
427,Senior Software Engineer(Python),SureIT Solutions India Pvt. Ltd.,Hyderabad,5-10 Yrs,"('IT Skills', 'Python', 'Artificial Intelligence', 'Big Data', 'GIT', 'Multiprocessing', 'Design Patterns', 'Artificial Intelligence')",30 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-software-engineer-python-sureit-solutions-india-pvt-ltd-hyderabad-secunderabad-5-to-10-years-170820001169?src=jobsearchDesk&sid=16075358823993009&xp=8&px=22,HOT JOB,SureIT is a successful product development organization focusing in the field of comput...
428,Blockchain Developer,Block Shrinkhala Technologies LLP,Mumbai,3-8 Yrs,"('Bitcoin', 'Node.Js', 'Devops', 'Blockchain Developer', 'SQL', 'Algorithms', 'Hyperledger', 'Ethereum')",23 DAYS AGO,2020-12-09,"6,00,000 - 10,00,000 PA.",https://www.naukri.com/job-listings-blockchain-developer-block-shrinkhala-technologies-llp-mumbai-3-to-8-years-161120001568?src=jobsearchDesk&sid=16075358823993009&xp=9&px=22,HOT JOB,Position 2: Blockchain Developer (Node JS)Roles and responsibilities:- Setting up and c...
429,"Software Development Engineer Networks, DevOps","ViaSat, Inc.",Chennai,8-13 Yrs,"('System architecture', 'Cloud computing', 'C++', 'Linux kernel', 'Shell scripting', 'Middleware', 'Virtualization', 'Monitoring')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-software-development-engineer-networks-devops-viasat-inc-chennai-8-to-13-years-160920501417?src=jobsearchDesk&sid=16075358823993009&xp=10&px=22,NULL,"Bachelor s degree in computer science, computer engineering or electrical engineering o..."
430,"Software Development Engineer Networks, DevOps","ViaSat, Inc.",Chennai,8-13 Yrs,"('System architecture', 'Cloud computing', 'C++', 'Linux kernel', 'Shell scripting', 'Middleware', 'Virtualization', 'Monitoring')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-software-development-engineer-networks-devops-viasat-inc-chennai-8-to-13-years-160920501415?src=jobsearchDesk&sid=16075358823993009&xp=11&px=22,NULL,"Bachelor s degree in computer science, computer engineering or electrical engineering o..."
431,Backend Developer,NEEMTREE INTERNET PVT LTD,India,2-7 Yrs,"('jQuery', 'Front end', 'Linux', 'Postgresql', 'MySQL', 'Oracle', 'Ruby', 'Analytics')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-backend-developer-neemtree-internet-pvt-ltd-india-2-to-7-years-150920500185?src=jobsearchDesk&sid=16075358823993009&xp=12&px=22,NULL,Previous experience developing end-to-end mobile apps using React Native or Flutter or ...
432,Full Stack Developer,NEEMTREE INTERNET PVT LTD,India,2-7 Yrs,"('Backend', 'jQuery', 'Front end', 'Linux', 'Postgresql', 'MySQL', 'Oracle', 'Analytics')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-full-stack-developer-neemtree-internet-pvt-ltd-india-2-to-7-years-150920500183?src=jobsearchDesk&sid=16075358823993009&xp=13&px=22,NULL,Previous experience developing end-to-end mobile apps using React Native or Flutter or ...
433,Full-Stack Developer,mycitypune,Pune,3-4 Yrs,"('CSS', 'GIT', 'Web technologies', 'Linux', 'Django', 'Javascript', 'HTML', 'Selenium')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-full-stack-developer-mycitypune-pune-3-to-4-years-140920500460?src=jobsearchDesk&sid=16075358823993009&xp=14&px=22,NULL,"At least 3 years of experience developing web applications with Python, Django, JavaScr..."
434,Odoo Developer,Rawdata Technologies,Kochi,4-8 Yrs,"('IT Skills', 'Python', 'Testing', 'Javascript', 'Odoo Developer', 'XML', 'odoo', 'PostgreSQL')",26 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-odoo-developer-rawdata-technologies-ernakulam-kochi-cochin-4-to-8-years-131120901554?src=jobsearchDesk&sid=16075358823993009&xp=15&px=22,HOT JOB,Graduation or higher4 years of experienceGood in communication skillsExperience in Odoo...
435,Cloud Developer ( Go Lang),IBM India Pvt. Limited,Bengaluru,3-5 Yrs,"('IT Skills', 'Python', 'Software Development', 'Cloud', 'HTML', 'CSS', 'Javascript', 'Javascript')",26 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-cloud-developer-go-lang-ibm-india-pvt-limited-bengaluru-bangalore-3-to-5-years-131120900386?src=jobsearchDesk&sid=16075358823993009&xp=16&px=22,HOT JOB,Roles and ResponsibilitiesIntroductionSoftware Developers at IBM are the backbone of ou...
436,Software Engineer Backend,Capital Float,Pune,1-3 Yrs,"('SIDE', 'Backend', 'Version control', 'GIT', 'NoSQL', 'server side programming', 'Object oriented programming', 'Monitoring')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-software-engineer-backend-capital-float-pune-1-to-3-years-131020500051?src=jobsearchDesk&sid=16075358823993009&xp=17&px=22,NULL,Responsibilities : The key responsibility for this role is to produce code that solves ...
437,Job Opportunity For Bigdata developers,Visionet Systems Private Limited.,Bengaluru,4-7 Yrs,"('Hadoop', 'Spark', 'Python', 'IT Skills', 'Python', 'Javascript', 'Big Data', 'Azure')",27 DAYS AGO,2020-12-09,"10,00,000 - 15,00,000 PA.",https://www.naukri.com/job-listings-opportunity-for-bigdata-developers-visionet-systems-private-limited-bengaluru-bangalore-4-to-7-years-121120601194?src=jobsearchDesk&sid=16075358823993009&xp=18&px=22,NULL,"Roles and Responsibilities Source Code Control (e.g. Git, Subversion). • Should have at..."
438,Data Scientist,Innovation Incubator Advisory Pvt. Ltd.,Trivandrum,2-7 Yrs,"('IT Skills', 'Python', 'Mining', 'Data management', 'Data modeling', 'Management systems', 'Postgresql', 'MySQL')",27 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-data-scientist-innovation-incubator-advisory-pvt-ltd-trivandrum-2-to-7-years-121120500962?src=jobsearchDesk&sid=16075358823993009&xp=19&px=22,NULL,Experience : Fresher / 1-2 years in data stream Experience / certification in the follo...
439,Principal Software Engineer,KOKO NETWORKS LIMITED,Remote,8-10 Yrs,"('ERP', 'Software design', 'Backend', 'GIT', 'Linux', 'Architecture', 'Agile', 'Application development')",27 DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-principal-software-engineer-koko-networks-limited-remote-8-to-10-years-121120500150?src=jobsearchDesk&sid=16075358823993009&xp=20&px=22,PREMIUM,We are looking for a highly technical leader with significant experience in scaling and...
